"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"CME","260","Properties Of Materials","2737","Civil, Matls & Env Engineering","0","0","0","0","0","0","0","0","0","0","98","0","0","0","0","7","Kadkhodaei, Sara","105"
"CME","261","Materials For Manufacturing","2737","Civil, Matls & Env Engineering","19","31","25","2","1","0","0","0","1","0","0","0","0","0","0","2","McNallan, Michael J","81"
"CME","297","Civil Eng Drawing and Design","2737","Civil, Matls & Env Engineering","14","9","7","0","3","0","0","0","9","0","0","0","0","0","0","3","Peiravian, Farideddin","45"
"CME","300","Concrete Properties&Compositn","2737","Civil, Matls & Env Engineering","7","25","16","3","1","0","0","0","0","0","0","0","0","0","0","1","Issa, Mohsen","53"
"CME","301","Behav & Dsgn Metal Struct","2737","Civil, Matls & Env Engineering","14","35","10","0","1","0","0","0","0","0","0","0","0","0","0","1","Iranmanesh, Amirhossein","61"
"CME","302","Transportation Engr","2737","Civil, Matls & Env Engineering","30","24","6","1","1","0","0","0","1","0","0","0","0","0","0","1","Peiravian, Farideddin","64"
"CME","310","Reinforc Concrete Struc Design","2737","Civil, Matls & Env Engineering","29","16","8","1","0","0","0","0","0","0","0","0","0","0","0","1","Iranmanesh, Amirhossein","55"
"CME","311","Water Resources Engineering","2737","Civil, Matls & Env Engineering","28","14","6","1","0","0","0","0","0","0","0","0","0","0","0","0","Schulenberg, Joseph W","49"
"CME","315","Soil Mechanics & Lab","2737","Civil, Matls & Env Engineering","15","20","17","3","3","0","0","0","0","0","0","0","0","0","0","1","Reddy, Krishna R","59"
"CME","322","Environmental Engineering","2737","Civil, Matls & Env Engineering","10","20","18","6","0","0","0","0","0","0","0","0","0","0","0","1","Khodadoust, Amid","55"
"CME","396","Civil Engr Systems Design","2737","Civil, Matls & Env Engineering","78","16","5","1","0","0","0","0","0","0","0","0","0","0","0","0","Ataei, Hossein","100"
"CME","402","Highway Design","2737","Civil, Matls & Env Engineering","8","13","17","4","0","0","0","0","2","0","0","0","0","0","0","1","Peiravian, Farideddin","45"
"CME","405","Foundation Dsgn& Analysis","2737","Civil, Matls & Env Engineering","28","17","8","2","0","0","0","0","0","0","0","0","0","0","0","0","Schulenberg, Joseph W","55"
"CME","409","Structural Analysis II","2737","Civil, Matls & Env Engineering","12","15","4","1","0","0","0","0","0","0","0","0","0","0","0","2","Ansari, Farhad","34"
"CME","413","Design of Wood Structures","2737","Civil, Matls & Env Engineering","6","20","3","1","0","0","0","0","0","0","0","0","0","0","0","0","Iranmanesh, Amirhossein","30"
"CME","425","Environ Remediation Engr","2737","Civil, Matls & Env Engineering","37","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Reddy, Krishna R","40"
"CME","427","Engineering Hydrology","2737","Civil, Matls & Env Engineering","12","17","6","3","0","0","0","0","0","0","0","0","0","0","0","0","Burke, Christopher B.","38"
"CME","430","Theory Of Elasticity I","2737","Civil, Matls & Env Engineering","5","4","3","0","1","0","0","0","0","0","0","0","0","0","0","0","Chi, Sheng-Wei","13"
"CME","434","Finite Element Analysis I","2737","Civil, Matls & Env Engineering","10","10","7","6","3","0","0","0","0","0","0","0","0","0","0","5","Foster, Craig","41"
"CME","470","Phys &Mechan Props Of Materls","2737","Civil, Matls & Env Engineering","6","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Daly, Matthew","11"
"CME","485","Construction Engrg Management","2737","Civil, Matls & Env Engineering","23","12","11","4","2","0","0","0","0","0","0","0","0","0","0","0","Ataei, Hossein","52"
"CME","494","Decision Mkg&Risk Mgmt in Cons","2737","Civil, Matls & Env Engineering","6","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Karatas, Aslihan","16"
"CME","502","Bridge Design II","2737","Civil, Matls & Env Engineering","9","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Issa, Mohsen","15"
"CME","508","Urban Travel Forecasting","2737","Civil, Matls & Env Engineering","10","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","Mohammadian, Abolfazl","14"
"CME","585","Construction Engrg Project","2737","Civil, Matls & Env Engineering","29","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Ataei, Hossein","36"
"CME","587","Construction Estimating & Sch","2737","Civil, Matls & Env Engineering","9","14","5","0","0","0","0","0","1","0","0","0","0","0","0","0","Karatas, Aslihan","29"
"CME","594","Behav of Reinforced Concrete","2737","Civil, Matls & Env Engineering","17","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Sneed, Lesley H","19"
"CME","594","Character of Matrls byNondest","2737","Civil, Matls & Env Engineering","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Ozevin, Didem","11"
"CME","594","Intro to Data Science","2737","Civil, Matls & Env Engineering","17","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Derrible, Sybil Jean Marie","22"
"CS","100","Discovering Computer Science","2699","Computer Science","39","19","13","7","2","0","0","0","0","0","0","0","0","0","0","16","Kidane, Ellen G","96"
"CS","107","Intro Comp & Programming","2699","Computer Science","36","24","21","2","8","0","0","0","0","0","0","0","0","0","0","5","Reckinger, Scott J","96"
"CS","109","Prog for Engineers w/MatLab","2699","Computer Science","91","66","40","10","30","0","0","0","0","0","0","0","0","0","0","37","Koehler, Adam Thomas","274"
"CS","111","Program Design I","2699","Computer Science","69","72","44","16","33","0","0","0","27","0","0","0","0","0","0","20","Hayes, David P","281"
"CS","112","Program Design I Bio Problems","2699","Computer Science","55","14","9","2","17","0","0","0","0","0","0","0","0","0","0","20","Troy, Patrick A","117"
"CS","141","Program Design II","2699","Computer Science","20","29","15","2","14","0","0","0","0","0","0","0","0","0","0","13","Fulton, Christopher","93"
"CS","141","Program Design II","2699","Computer Science","19","25","12","14","13","0","0","0","0","0","0","0","0","0","0","11","Kidane, Ellen G","94"
"CS","141","Program Design II","2699","Computer Science","32","22","13","4","16","0","0","0","0","0","0","0","0","0","0","6","Reed, Dale F","93"
"CS","151","Foundations of Computing","2699","Computer Science","119","56","34","24","43","0","0","0","3","0","0","0","0","0","0","33","Bello Lander, Gonzalo Alejandro","312"
"CS","211","Programming Practicum","2699","Computer Science","45","55","20","13","26","0","0","0","0","0","0","0","0","0","0","19","Lillis, John P","178"
"CS","211","Programming Practicum","2699","Computer Science","32","25","22","15","10","0","0","0","0","0","0","0","0","0","0","12","Troy, Patrick A","116"
"CS","251","Data Structures","2699","Computer Science","36","34","27","14","31","0","0","0","0","0","0","0","0","0","0","31","Hummel, Joseph E","173"
"CS","251","Data Structures","2699","Computer Science","38","28","17","5","18","0","0","0","7","0","0","0","0","0","0","22","Reckinger, Shanon Marie","135"
"CS","261","Machine Organization","2699","Computer Science","44","58","41","21","43","0","0","0","0","0","0","0","0","0","0","44","Theys, Mitchell D","251"
"CS","294","Undergraduate TA Seminar","2699","Computer Science","53","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","McCarty, Evan","56"
"CS","294","Unix Terminal Bootcamp","2699","Computer Science","0","60","0","0","26","0","0","0","0","0","0","0","0","0","0","9","Eriksson, Jakob L","95"
"CS","301","Languages and Automata","2699","Computer Science","30","20","5","2","3","0","0","0","0","0","0","0","0","0","0","4","McCarty, Evan","64"
"CS","301","Languages and Automata","2699","Computer Science","30","24","8","1","4","0","0","0","0","0","0","0","0","0","0","3","Sidiropoulos, Anastasios","70"
"CS","301","Languages and Automata","2699","Computer Science","14","17","10","1","2","0","0","0","0","0","0","0","0","0","0","1","Sun, Xiaorui","45"
"CS","341","Programming Language Concepts","2699","Computer Science","72","46","28","14","5","0","0","0","6","0","0","0","0","0","0","6","Solworth, Jon A","177"
"CS","342","Software Design","2699","Computer Science","123","49","22","13","17","0","0","0","1","0","0","0","0","0","0","11","Hallenbeck, Mark","236"
"CS","361","Systems Programming","2699","Computer Science","32","21","18","6","1","0","0","0","0","0","0","0","0","0","0","6","Polakis, Jason","84"
"CS","361","Systems Programming","2699","Computer Science","39","47","17","6","2","0","0","0","0","0","0","0","0","0","0","8","Vamanan, Balajee","119"
"CS","362","Computer Design","2699","Computer Science","54","42","20","0","8","0","0","0","0","0","0","0","0","0","0","6","Diazh, Diana Mabel","130"
"CS","377","Communication and Ethics","2699","Computer Science","96","9","7","1","3","0","0","0","0","0","0","0","0","0","0","3","Burton, Emanuelle Neuman","119"
"CS","377","Communication and Ethics","2699","Computer Science","59","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Clayville, Kristel","61"
"CS","394","Framework-based Development","2699","Computer Science","15","7","3","1","0","0","0","0","0","0","0","0","0","0","0","4","Buy, Ugo A","30"
"CS","411","Artificial Intelligence I","2699","Computer Science","36","16","1","1","0","0","0","0","0","0","0","0","0","0","0","8","Gmytrasiewicz, Piotr","62"
"CS","411","Artificial Intelligence I","2699","Computer Science","35","15","6","3","1","0","0","0","6","0","0","0","0","0","0","6","Kash, Ian Alexander","72"
"CS","412","Intro to Machine Learning","2699","Computer Science","27","21","4","2","0","0","0","0","0","0","0","0","0","0","0","2","Tang, Wei","56"
"CS","412","Intro to Machine Learning","2699","Computer Science","45","19","7","2","0","0","0","0","0","0","0","0","0","0","0","7","Zhang, Xinhua","80"
"CS","415","Computer Vision I","2699","Computer Science","22","20","1","1","4","0","0","0","0","0","0","0","0","0","0","2","Ravi, Sathya","50"
"CS","418","Introduction to Data Science","2699","Computer Science","62","48","16","10","1","0","0","0","0","0","0","0","0","0","0","2","Mobasheri, Nasim","139"
"CS","421","Language Processing","2699","Computer Science","62","9","5","4","1","0","0","0","0","0","0","0","0","0","0","7","Parde, Natalie","88"
"CS","422","User Interface Design","2699","Computer Science","34","35","19","2","1","0","0","0","0","0","0","0","0","0","0","1","Chattopadhyay, Debaleena","92"
"CS","425","Computer Graphics I","2699","Computer Science","8","8","2","2","1","0","0","0","0","0","0","0","0","0","0","3","Bell, John T","24"
"CS","428","Virtual and Augmented Reality","2699","Computer Science","13","4","1","1","0","0","0","0","0","0","0","0","0","0","0","3","Johnson, Andrew E","22"
"CS","440","Software Engr I","2699","Computer Science","51","26","6","2","1","0","0","0","0","0","0","0","0","0","0","3","Bell, John T","89"
"CS","441","Cloud Computing Objects","2699","Computer Science","18","22","4","3","0","0","0","0","0","0","0","0","0","0","0","11","Grechanik, Mark","58"
"CS","450","Intro to Networking","2699","Computer Science","22","5","8","3","2","0","0","0","0","0","0","0","0","0","0","6","Wu, Xingbo","46"
"CS","461","Operating Systems","2699","Computer Science","7","4","3","3","3","0","0","0","0","0","0","0","0","0","0","6","Eriksson, Jakob L","26"
"CS","466","Adv Computer Architecture","2949","Electrical & Computer Engr","4","10","5","2","1","0","0","0","0","0","0","0","0","0","0","1","Zhu, Zhichun","23"
"CS","474","Obj-Oriented Langs & Envs","2699","Computer Science","16","14","5","3","1","0","0","0","0","0","0","0","0","0","0","2","Buy, Ugo A","41"
"CS","474","Obj-Oriented Langs & Envs","2699","Computer Science","38","13","6","6","0","0","0","0","0","0","0","0","0","0","0","0","Ganchinho de Pina, Luis Gabriel","63"
"CS","476","Programming Language Dsgn","2699","Computer Science","22","9","5","1","0","0","0","0","0","0","0","0","0","0","0","2","Mansky, William Ernest","39"
"CS","478","Development of Mobile Apps","2699","Computer Science","28","18","5","8","4","0","0","0","0","0","0","0","0","0","0","0","Hallenbeck, Mark","63"
"CS","480","Database Systems","2699","Computer Science","53","5","2","0","0","0","0","0","0","0","0","0","0","0","0","1","Diazh, Diana Mabel","61"
"CS","480","Database Systems","2699","Computer Science","18","30","23","2","1","0","0","0","0","0","0","0","0","0","0","1","Sistla, Aravinda Prasad","75"
"CS","484","Secure Web App Development","2699","Computer Science","41","12","4","0","1","0","0","0","0","0","0","0","0","0","0","2","Fulton, Christopher","60"
"CS","491","Seminar","2699","Computer Science","0","14","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Di Eugenio, Barbara","15"
"CS","494","Info. Retrieval & Web Search","2699","Computer Science","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Caragea, Cornelia Alexandra","17"
"CS","494","Intro. to Cryptography","2699","Computer Science","7","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Miao, Peihan","10"
"CS","494","Wearables Technology Lab","2699","Computer Science","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Hummel, Joseph E","10"
"CS","499","Prof. Development Seminar","2699","Computer Science","0","0","0","0","0","0","0","0","0","0","0","0","0","113","4","2","Bell, John T","119"
"CS","502","Computational Biology","2699","Computer Science","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","DasGupta, Bhaskar","29"
"CS","520","Causal Inference and Learning","2699","Computer Science","14","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Zheleva, Elena","15"
"CS","553","Distributed Systems","2699","Computer Science","11","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Kshemkalyani, Ajay D","14"
"CS","554","Concurrent Computing Systms","2699","Computer Science","5","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Grechanik, Mark","12"
"CS","559","Neural Networks","2949","Electrical & Computer Engr","22","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Koyuncu, Erdem","39"
"CS","583","Data Mining & Text Mining","2699","Computer Science","21","17","5","2","3","0","0","0","0","0","0","0","0","0","0","0","Liu, Bing","48"
"CS","586","Data and Web Semantics","2699","Computer Science","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","11"
"CS","588","Networked & Dist Syst Security","2699","Computer Science","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Solworth, Jon A","10"
"CS","590","Research Methods in CS","2699","Computer Science","0","0","0","0","0","0","0","0","5","0","0","0","0","20","0","0","Di Eugenio, Barbara","25"
"CS","594","Big Data Visual. & Analytics","2699","Computer Science","27","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Miranda, Fabio","29"
"CS","594","Foundations of Blockchains","2699","Computer Science","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sidiropoulos, Anastasios","26"
"CS","594","Soc. Robot. & Human-Robot Int.","2699","Computer Science","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Michaelis, Joseph","21"
"CS","598","MS Thesis Research","2699","Computer Science","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","Di Eugenio, Barbara","10"
"CS","599","PhD Thesis Research","2699","Computer Science","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","Caragea, Cornelia Alexandra","10"
"CS","599","PhD Thesis Research","2699","Computer Science","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0","Yu, Philip S","23"
"ECE","115","Intro to Elec & Cmptr Eng","2949","Electrical & Computer Engr","60","29","20","16","18","0","0","0","0","0","0","0","0","0","0","38","Caliskan, Vahe","181"
"ECE","210","Electric Circuit Analysis","2949","Electrical & Computer Engr","90","55","15","12","2","0","0","0","1","0","0","0","0","0","0","6","Kosmach, James","181"
"ECE","225","Circuit Analysis","2949","Electrical & Computer Engr","32","16","14","1","2","0","0","0","0","0","0","0","0","0","0","2","Kosmach, James","67"
"ECE","265","Intro to Logic Design","2949","Electrical & Computer Engr","44","15","10","2","7","0","0","0","0","0","0","0","0","0","0","5","Goncharoff, Vladimir","83"
"ECE","266","Intro to Embedded Systems","2949","Electrical & Computer Engr","19","21","13","7","2","0","0","0","0","0","0","0","0","0","0","8","Zhang, Zhao","70"
"ECE","294","Special Topics in ECE","2949","Electrical & Computer Engr","5","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Revelo Alonso, Renata Alejandra","12"
"ECE","310","Discrete &Cont Signal&Systms","2949","Electrical & Computer Engr","53","24","6","3","6","0","0","0","0","0","0","0","0","0","0","3","Goncharoff, Vladimir","95"
"ECE","311","Communication Engineering","2949","Electrical & Computer Engr","21","4","9","0","0","0","0","0","0","0","0","0","0","0","0","1","Smida, Besma","35"
"ECE","317","DSP I","2949","Electrical & Computer Engr","20","20","7","2","3","0","0","0","0","0","0","0","0","0","0","1","Jin, Ning","53"
"ECE","322","Intro to Electromag and Appl","2949","Electrical & Computer Engr","27","7","12","3","0","0","0","0","0","0","0","0","0","0","0","1","Erricolo, Danilo","50"
"ECE","333","Computer Comm Networks I","2949","Electrical & Computer Engr","13","4","11","0","2","0","0","0","0","0","0","0","0","0","0","2","Abu Salah, Lo'Ay Mohammad","32"
"ECE","340","Electronics I","2949","Electrical & Computer Engr","22","15","13","9","0","0","0","0","0","0","1","0","0","0","0","5","Metlushko, Vitali V","65"
"ECE","341","Probabil &Rand Proc for Engr","2949","Electrical & Computer Engr","25","22","13","7","5","0","0","0","0","0","0","0","0","0","0","9","Ohannessian, Mesrob Ichkhan","81"
"ECE","342","Electronics II","2949","Electrical & Computer Engr","18","6","12","5","2","0","0","0","0","0","0","0","0","0","0","4","Metlushko, Vitali V","47"
"ECE","346","Solid State Device Theory","2949","Electrical & Computer Engr","17","15","11","4","3","0","0","0","1","0","0","0","0","0","0","1","Feinerman, Alan Dov","52"
"ECE","350","Principles of Auto Control","2949","Electrical & Computer Engr","16","13","21","6","3","0","0","0","1","0","0","0","0","0","0","2","Zefran, Milos","62"
"ECE","366","Computer Organization","2949","Electrical & Computer Engr","21","5","4","7","5","0","0","0","0","0","0","0","0","0","0","9","Rao, Wenjing","51"
"ECE","396","Senior Design I","2949","Electrical & Computer Engr","13","3","0","0","1","0","0","0","0","0","0","0","0","0","0","1","Abu Salah, Lo'Ay Mohammad","18"
"ECE","396","Senior Design I","2949","Electrical & Computer Engr","40","6","4","1","1","0","0","0","0","0","48","0","0","0","0","0","Alonso, Matthew Paul","100"
"ECE","396","Senior Design I","2949","Electrical & Computer Engr","27","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Revelo Alonso, Renata Alejandra","37"
"ECE","410","Advanced Circuit Analysis","2949","Electrical & Computer Engr","13","7","8","5","2","0","0","0","0","0","0","0","0","0","0","2","Caliskan, Vahe","37"
"ECE","415","Imag Analysis & Compt Visn I","2949","Electrical & Computer Engr","42","33","14","1","0","0","0","0","0","0","1","0","0","0","0","3","Cetin, Ahmet Enis","94"
"ECE","417","Digital Signal Processing II","2949","Electrical & Computer Engr","5","4","4","0","0","0","0","0","0","0","0","0","0","0","0","1","Ansari, Rashid","14"
"ECE","421","Intro to Antenna Propagation","2949","Electrical & Computer Engr","17","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Chen, Pai-Yen","21"
"ECE","432","Digital Communications","2949","Electrical & Computer Engr","5","7","4","2","0","0","0","0","0","0","0","0","0","0","0","1","Smida, Besma","19"
"ECE","434","Multimedia Systems","2949","Electrical & Computer Engr","4","11","6","4","0","0","0","0","0","0","0","0","0","0","0","0","Schonfeld, Dan","25"
"ECE","440","Nanoelectronics","2949","Electrical & Computer Engr","8","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Dutta, Mitra","17"
"ECE","445","Analysis&Desgn/Power Elec Circ","2949","Electrical & Computer Engr","4","9","5","0","0","0","0","0","0","0","0","0","0","0","0","2","Mazumder, Sudip","20"
"ECE","451","Priniciples of Modern Control","2949","Electrical & Computer Engr","17","7","3","0","1","0","0","0","0","0","0","0","0","0","0","0","Jin, Ning","28"
