"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"BME","396","Senior Design I","2437","Biomedical Eng - Engineering","24","45","8","0","0","0","0","0","0","0","0","0","0","0","0","0","Felder, Anthony E","77"
"BME","403","Quality Assurance Med Products","2437","Biomedical Eng - Engineering","20","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Browne, Michael Gordon","42"
"BME","408","Medical Product Development","2437","Biomedical Eng - Engineering","10","14","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Layton, Terry N","25"
"BME","421","Biomedical Imaging","2437","Biomedical Eng - Engineering","24","9","2","1","0","0","0","0","0","0","0","0","0","0","0","0","Klatt, Dieter","36"
"BME","460","Materials in Biomed Eng","2437","Biomedical Eng - Engineering","36","18","3","1","1","0","0","0","0","0","0","0","0","0","0","0","Shokuhfar, Tolou","59"
"BME","472","Models of the Nervous System","2437","Biomedical Eng - Engineering","12","8","8","0","1","0","0","0","0","0","0","0","0","0","0","0","Patton, James","29"
"BME","480","Intro to Bioinformatics","2437","Biomedical Eng - Engineering","5","15","3","3","1","0","0","0","0","0","0","0","0","0","0","1","Lin, Meishan","28"
"BME","481","Bioinformatics Laboratory","2437","Biomedical Eng - Engineering","22","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Lin, Meishan","27"
"BME","494","Movement and Neural Control","2437","Biomedical Eng - Engineering","7","2","1","2","3","0","0","0","0","0","0","0","0","0","0","1","Wu, Ming","16"
"BME","520","Elastography","2437","Biomedical Eng - Engineering","14","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Klatt, Dieter","23"
"BME","525","Phys & Cellular Biomech Forces","2437","Biomedical Eng - Engineering","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Lee, James Chakman","30"
"BME","530","Stats & Machine Learning","2437","Biomedical Eng - Engineering","19","5","2","0","0","0","0","0","1","0","0","0","0","0","0","1","Dai, Yang","28"
"BME","562","Biomedical Implants","2437","Biomedical Eng - Engineering","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Mathew Thoppil, Mathew","14"
"BME","568","Emerging Optical Imaging Tech","2437","Biomedical Eng - Engineering","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yao, Xincheng","14"
"BME","594","Math Fdns of Adv Mach Learning","2437","Biomedical Eng - Engineering","15","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Liao, Wei-Hsun","16"
"BME","594","Topological Data Analysis-Bio","2437","Biomedical Eng - Engineering","5","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Liang, Jie","11"
"BME","595","Seminar Biomedical Engineering","2437","Biomedical Eng - Engineering","0","0","0","0","0","0","0","0","1","0","0","0","0","23","0","0","Takoudis, Christos G","24"
"BME","599","Ph.D. Thesis Research","2437","Biomedical Eng - Engineering","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","Liang, Jie","10"
"BME","599","Ph.D. Thesis Research","2437","Biomedical Eng - Engineering","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","Yao, Xincheng","10"
"CHE","150","Climate Eng for Global Warming","2709","Chemical Engrg","6","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","Sagun, Jan Raphael Manzanillo","11"
"CHE","201","Intro to Thermodynamics","2709","Chemical Engrg","20","10","3","1","1","0","0","0","0","0","0","0","0","0","0","0","Bilgin, Betul","35"
"CHE","205","Computational Methods in ChE","2709","Chemical Engrg","16","5","3","2","0","0","0","0","0","0","0","0","0","0","0","2","Mehraeen, Shafigh","28"
"CHE","210","Material & Energy Balances","2709","Chemical Engrg","4","6","6","4","0","0","0","0","0","0","0","0","0","0","0","3","Wedgewood, Lewis E","23"
"CHE","301","Chem Engr Thermodynamics","2709","Chemical Engrg","8","14","6","0","0","0","0","0","0","0","0","0","0","0","0","1","Caracotsios, Michael","29"
"CHE","311","Transport Phenomena I","2709","Chemical Engrg","14","12","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Caracotsios, Michael","27"
"CHE","312","Transport Phenomena II","2709","Chemical Engrg","9","8","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Takoudis, Christos G","18"
"CHE","313","Transport Phenomena III","2709","Chemical Engrg","4","6","3","1","0","0","0","0","0","0","0","0","0","0","0","0","Kostroski, Kyle Phillip","14"
"CHE","321","Chemical Reaction Engr","2709","Chemical Engrg","5","6","3","0","1","0","0","0","0","0","0","0","0","0","0","1","Singh, Meenesh Rajpal","16"
"CHE","330","Polymer Science","2709","Chemical Engrg","35","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Ibagere, Ezinne Chidiebere","42"
"CHE","381","Chem Engr Lab I","2709","Chemical Engrg","23","18","8","1","0","0","0","0","0","0","0","0","0","0","0","1","Zdunek, Alan","51"
"CHE","396","Senior Design I","2709","Chemical Engrg","53","4","1","0","1","0","0","0","0","0","0","0","0","0","0","0","Bilgin, Betul","59"
"CHE","427","Entrepreneurship in Eng","2709","Chemical Engrg","8","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Al-Hallaj, Said","13"
